‫‪serialNum‬‬,url‬‬,name‬‬,year‬‬,producer‬‬,actors‬‬,genres‬‬
31809,http://www.torec.net/sub.asp?sub_id=31809,בלי חוקים   /  Savages, 2012, אוליבר סטון,"טיילור קיטש, בלייק לייבלי, בניסיו דל טורו, ג'ון טרבולטה, דמיאן ביצ'יר, סלמה הייק, אומה ת'ורמן, אמיל הירש, טרוור דונובן, ג'ואל דיויד מור, ג'ונתן פטריק מור", פשע / דרמה / מתח
31803,http://www.torec.net/sub.asp?sub_id=31803,לוסיז   /  Loosies, 2012, מייקל קורנטה,"פיטר ברקרוט, פיטר פסינלי, ג'ו פנטוליאנו, מייקל מדסן, וויליאם פורסייט, וינסנט גאלו, קריסטי קארלסן רומאנו", דרמה / קומדיה / רומנטיקה
31801,http://www.torec.net/sub.asp?sub_id=31801,בריחה   /  Escape, 2012, פול אממי,"תומאס הוול, ג'ון רייס-דיוויס, אנורה לין, כליצ'יה ארנולד", דרמה
30993,http://www.torec.net/sub.asp?sub_id=30993,עלייתו של האביר האפל   /  The Dark Knight Rises, 2012, כריסטופר נולאן,"כריסטיאן בייל, טום הארדי, אן האת'וואי, אלון אבוטבול, ג'וזף גורדון-לויט, ליאם ניסן, גארי אולדמן, מריון קוטיאר, ג'ונו טמפל, מורגן פרימן, מייקל קיין, נסטור קרבונל, ג'ו פנס, ג'ואי קינג", פעולה / פשע / דרמה
31791,http://www.torec.net/sub.asp?sub_id=31791,בדרך שלי   /  My Way, 2011, ג'-קיו קנג,"דונג-גון ג'יינג, יורגן פורסנו, בינגבינג פאן, אינ-קון קים, סונג-היאון האן, ג'ין-סאוק יאנג, ג'י-האן דו"," דרמה / היסטוריה / מלחמה / פעולה  / זר (רוסית, יפנית, קוריאנית)"
31788,http://www.torec.net/sub.asp?sub_id=31788,יומנו של חנון 3: קיץ קטלני   /  Diary Of A Wimpy Kid: Dog Days, 2012, דוויד בוורס,"סטיב זאן, רייצ'ל האריס, דיבון בוסטיק, אן אופנשאו, ג'ושיו באלארד, זכארי גורדון, ברונוון סמית'", משפחה / קומדיה
31781,http://www.torec.net/sub.asp?sub_id=31781,ילד יפה   /  Beautiful Boy, 2010, שון קו,"לוגן סוות', מריה בלו, מייקל שין, קייל גלנר, ברוס פרנץ', אוסטין ניקולס, גרגורי אלפרט", דרמה
31768,http://www.torec.net/sub.asp?sub_id=31768,"אוסלו 31 לאוגוסט   /  Oslo, August 31st", 2011, יואכים טרייר,"אנדרס דניאלסן ליי, מלין ברפין, אסקל טאנקה, האנס אולו ברנר, אינגריד אולוה, תון בייט מוסטרום, אנדרס בורצ'גרווינק, אנדראס בראטן, פיטר ווידת' קריסטיאנסן", דרמה / זר (נורבגית)
31767,http://www.torec.net/sub.asp?sub_id=31767,ארץ יבשה   /  Lawless, 2012, ג'ון הילקוט,"טום הארדי, שיה לה'בוף, גארי אולדמן, ג'סיקה צ'סטיין, גאי פירס, מיה ווסיקובסקה, דיין די'האן, ג'ייסון קלארק, נוח טיילור, ביל קאמפ", פשע / דרמה
31659,http://www.torec.net/sub.asp?sub_id=31659,זיכרון גורלי   /  Total Recall, 2012, לן ווייסמן,"קולין פארל, קייט בקינסייל, בריאן קרנסטון, ג'סיקה בייל, ביל נייהי, איתן הוק, ג'ון צ'ו, סטיב ביירס, בוקים וודבין", פעולה / הרפתקאות / מדע בדיוני
31611,http://www.torec.net/sub.asp?sub_id=31611,היילו 4: לעבר השחר   /  Halo 4: Forward Unto Dawn, 2012,"","", מדע בדיוני / סרט קצר
31758,http://www.torec.net/sub.asp?sub_id=31758,לאור היום   /  Der Rauber, 2010,"","", ביוגרפיה / דרמה / פשע / ספורט / זר (גרמנית)
31759,http://www.torec.net/sub.asp?sub_id=31759,"האקדח שלך בעבור ארון מתים   /  I Am Sartana, Trade Your Guns for a Coffin", 1970,"","", מערבון / פעולה
31755,http://www.torec.net/sub.asp?sub_id=31755,איש בוער   /  Burning Man, 2011, ג'ונתן טפליצקי,"מת'יו גוד, בוג'אנה נובקוביק, רייצ'ל גריפיתס, אסי דייויס, קרי פוקס, אנתוני הייס, ג'ייק האנלי", דרמה / קומדיה / רומנטיקה
30004,http://www.torec.net/sub.asp?sub_id=30004,הציידים   /  The Hunters, 2011, ,"סטיבן וודינגטון, טוני בקר, דיאנה אגרון, טרנס נוקס", אימה
31740,http://www.torec.net/sub.asp?sub_id=31740,לשחק באש (אש באש)   /  Fire With Fire, 2012, דוויד ברט,"ג'וש דוהמל, רוסאריו דוסון, ברוס וויליס, וינסנט ד'אונופריו, פיפטי סנט, ריצ'רד שיף, ויני ג'ונס", דרמה / מתח / פשע
5706,http://www.torec.net/sub.asp?sub_id=5706,ג'יפרס קריפרס   /  Jeepers Creepers, 2001, ויקטור סלבה,"ג'סטין לונג, ג'ינה פיליפס, ג'ונתן ברק, פטרישה בלכר, איילין ברנן, ברנדון סמית, ", הרפתקאות / אימה / מתח
31732,http://www.torec.net/sub.asp?sub_id=31732,טום וג'רי: רובין הוד ועכברו העליז   /  Tom And Jerry: Robin Hood And His Merry Mouse, 2012,"","", אנימציה / משפחה
31728,http://www.torec.net/sub.asp?sub_id=31728,יומני העש   /  The Moth Diaries, 2012, מרי הארון,"סקוט ספידמן, גו'די פרפיט, ולרי טיאן, שרה גאדון, לילי קול, אן דאי-ג'ונס, סרה בולגר", אימה
31726,http://www.torec.net/sub.asp?sub_id=31726,מג'יק מייק   /  Magic Mike, 2012, סטיבן סודרברג,"צ'אנינג טאטום, אלכס פטיפר, מאט בומר, מתיו מקונוהיי, ג'ו מנגנילו, אדם רודריגז, וונדי מק'לנדון-קובי, מירסי מונרו, ריילי קו, בטסי ברנט", קומדיה / דרמה
31707,http://www.torec.net/sub.asp?sub_id=31707,דרך רוזווד   /  Rosewood Lane, 2011, ויקטור סלבה,"ריי ווייז, לין שיי, ביל פאגרבק, רוז מק'גואן, סוני מרינלי, לסלי אן-דאון, ראנס הווארד", אימה / מתח
31705,http://www.torec.net/sub.asp?sub_id=31705,טוני רוזנטה   /  No Way Out (Tony Arzenta), 1973, דוצ'יו טסארי,"אליין דלון, ריצ'ארד קונט, קרלה גראבינה", פעולה / פשע / דרמה
31691,http://www.torec.net/sub.asp?sub_id=31691,ארמגדון השלג   /  Snowmageddon, 2011, שאלדון ווילסון,"דיויד קיוביט, לורה האריס, דילן מטזק, סטיב סונדרס, טיץ' גרנט, מגדה אפאנוביץ', לורנה קרדינל", הרפתקאות / פנטזיה
31701,http://www.torec.net/sub.asp?sub_id=31701,להרוג את בונו   /  Killing Bono, 2011, ניק האם,"בן ברנס, ראלף בראון, ג'ייסון בירן, סם קורי, שון דויל, שון דוגן, דוויד פנלי", קומדיה
31700,http://www.torec.net/sub.asp?sub_id=31700,האחות של אחותך   /  Your Sister's Sister, 2011, לין שלטון,"אמילי בלאנט, מארק דופלקס, רוזמארי דהוויט, קיט ביילי, מייק בירביגליה, מל אסלין, ג'ניפר מאס", דרמה / קומדיה
31699,http://www.torec.net/sub.asp?sub_id=31699,ההתגלות   /  The Apparition, 2012, טוד לינקולן,"סבסטיאן סטן, טום פלטון, סוזן פורד, לוק פסקלינו, אשלי גריני, ג'וליאנה גויל, ריק גומז", אימה / מתח
31410,http://www.torec.net/sub.asp?sub_id=31410,בלתי נשכחים 2   /  The Expendables 2, 2012, סיימון ווסט,"ברוס וויליס, ארנולד שוורצנגר, ג'ון טרבולטה, ג'ט לי, ג'ייסון סטאת'אם, ז'אן קלוד ואן דאם, סילבסטר סטאלון, טרי קרוס, דולף לונדגרן, צ'אק נוריס, ליאם המסוורת', סקוט אדקינס, רנדי קוטור", פעולה / מתח
25751,http://www.torec.net/sub.asp?sub_id=25751,כשתראי נמר בבית   /  Burning Bright, 2010, קרלוס ברוקס,"בריאנה אוויגן, צ'ארלי טאהן, גארט דילהאנט, מיטלוף", מתח / אימה
31686,http://www.torec.net/sub.asp?sub_id=31686,חלקם של מלאכים   /  The Angels' Share, 2012, קן לואץ',"פול ברניגן, ג'ון הנשאו, גארי מאיטלנד, ג'ייסמין ריגינס, וויליאם רואנה, רוג'ר אלם, סיובהאן רילי", דרמה / קומדיה
31664,http://www.torec.net/sub.asp?sub_id=31664,שומרים על השכונה   /  The Watch, 2012, עקיבא שפר,"בן סטילר, ג'ונה היל, ווינס ווהן, ריצ'ארד איואדי, בילי קרודופ, דאג ג'ונס, וויל פורטה, רוזמרין די'וויט, ג'ורמה טקונה", קומדיה / מדע בדיוני
31673,http://www.torec.net/sub.asp?sub_id=31673,המהגר   /  The Expatriate, 2012, פהיליף סטולזל,"אהרון אקהרט, גריק הגון, דיויד בראק ג'ונס, ליאנה ליבראטו, ניל נפייר, אולגה קורילנקו, קאלרו מסטרוני", פעולה / מתח
31671,http://www.torec.net/sub.asp?sub_id=31671,רובי ספארקס   /  Ruby Sparks, 2012," ג'ונתן דייטון, ואלרי פאריס","אנטוניו בנדרס, אנט בנינג, סטיב קוגן, פול דנו, אליס שאוקאט, אליוט גולד, אסיף מנדיבי", קומדיה / רומנטיקה
31668,http://www.torec.net/sub.asp?sub_id=31668,שנה עם ארמין ואן ביורן   /  A Year With Armin Van Buuren, 2012,"","", דוקומנטרי
31665,http://www.torec.net/sub.asp?sub_id=31665,יומיים בניו יורק   /  2 Days In New York, 2011, ג'ולי דלפי,"ג'ולי דלפי, אוון שיפמן, כריס רוק, דילן בייקר, קייט ברטון, וינסנט גאלו, מלינדה וויליאמס", קומדיה
31660,http://www.torec.net/sub.asp?sub_id=31660,אנשים כמונו   /  People Like Us, 2012, אלכס קורטזמן,"מישל פייפר, אליזבת בנקס, ג'ון פבראו, פול סנצ'ס, כריס פיין, אוליביה וויילד, מארק דופלקס", דרמה
31657,http://www.torec.net/sub.asp?sub_id=31657,הרשעה מקסימלית   /  Maximum Conviction, 2012, קאוני ווקסמן,"סטיבן סיגל, מייקל פארה, יאן רובינזון, גאצ'י בוי, קירבי מורו, טיץ' גרנט, ריצ'ארד סטרו", פעולה
4902,http://www.torec.net/sub.asp?sub_id=4902,ורטיגו   /  Vertigo, 1958, אלפרד היצ'קוק,"ג'יימס סטיוארט, קים נובק, ברברה בן- גדס, טום הלמור, הנרי ג'ונס, ריימונד ביילי, אלן קורבי", דרמה / מתח
5684,http://www.torec.net/sub.asp?sub_id=5684,מועדון ארוחת הבוקר   /  The Breakfast Club, 1985, ג'ון יוז,"אמיליו אסטבז, אנתוני מייקל הול, ג'אד נלסון, מולי רינגוולד, אלי שידי, פול גליסון, ג'ון קפלוס, רון דין", קומדיה / נעורים / דרמה
5466,http://www.torec.net/sub.asp?sub_id=5466,חדשות הספנות   /  The Shipping News, 2001, לאסה הלסטרום,"קווין ספייסי, ג'וליאן מור, ג'וני דנץ', קייט בלאנשט, פיט פוסלטויית, סקוט גלן, ריס איפאנס, ג'ייסון בהר, לארי פיין", דרמה / רומנטיקה
31634,http://www.torec.net/sub.asp?sub_id=31634,דמעות של פלדה   /  Tears Of Steel, 2012,"","", מדע בדיוני / סרט קצר
31097,http://www.torec.net/sub.asp?sub_id=31097,אמיצה   /  Brave, 2012," מארק אנדרוז, ברנדה צ'פמן","קלי מקדונלד, בילי קונולי, אמה תומפסון, קווין מק'קיד, רובי קולטריין, ג'ולי וולטרס, קרייג פרגוסון", אנימציה / פעולה / הרפתקאות
31620,http://www.torec.net/sub.asp?sub_id=31620,קילר ג'ו   /  Killer Joe, 2011, וויליאם פרידקין,"מת'יו מקונוהיי, אמיל הירש, ג'ונו טמפל, טומאס היידן צ'רץ', ג'ינה גרשון, סקוט א. מרטין, גרלן בריאנט בנקס", דרמה / פשע / מתח
31616,http://www.torec.net/sub.asp?sub_id=31616,דרושה חברה לסוף העולם   /  Seeking a Friend for the End of the World, 2012, לורנה סקפריה,"קירה נייטלי, סטיב קארל, מלאני לינסקי, אדם ברודי, קוני בריטון, גיליאן ג'ייקובס, פאטון אוסוולט, טי-ג'יי מילר, וויליאם פיטרסן, רוב קורדרי, דרק לוק, מארק מוזס", קומדיה / דרמה / רומנטיקה
31614,http://www.torec.net/sub.asp?sub_id=31614,עידן הדרקון: עלייתו של רודף   /  Dragon Age: Dawn of the Seeker, 2012, פומהיקו סורי,"לוסי קריסטיאן, קולין קלינקנבירד, צ'אק האבר, ג'ון סווסי, פם דוופרטי, מייק מקפרלנד, כריסטופר סבט", אנימציה / פנטזיה
31599,http://www.torec.net/sub.asp?sub_id=31599,השליח   /  The Courier, 2012, האני אבו אסעד,"טיל שוויגר, מיקי רורק, מיגואל פרר, לילי טיילור, דייוויד ג'נסן, מארק מרגוליס, ג'וסי הו", מתח / פעולה / פשע
31587,http://www.torec.net/sub.asp?sub_id=31587,טעות בכיוון 5   /  Wrong Turn 5, 2012, דכלן או'בריאן,"קמילה ארפוודסון, דאג ברדלאי, סימון גינטי אי, אוליבר הואר, רוקסן מקי, אמי לנוקס, פול לואבק", אימה / מתח
31597,http://www.torec.net/sub.asp?sub_id=31597,הטרף   /  The Prey (La Proie), 2011, אריץ' בלט,"אלברט דופונטל, אליס טאגליוני, סט?פהיין דבך, סרגי ל?פז, נטצ'ה ר?גניר, סרג' הזנביסס, זינדין סוואלם", מתח / פעולה / פשע / זר (צרפתית)
31552,http://www.torec.net/sub.asp?sub_id=31552,גנוב   /  Stolen, 2012, סימון ווסט,"ניקולס קייג', ג'וש לוקאס, מרכוס לייל בראון, דאני הסטון, מארק ואליי, מאלין אקרמן, טנק שדה", פעולה
31585,http://www.torec.net/sub.asp?sub_id=31585,ראיון עם מתנקש   /  Interview With A Hitman, 2012, פרי בהאנדל,"לוק גוס, קרולין טילט, סטפן מארקוס, ריי פאנתאקי, פטריק ליסטר, פיליף וויצ'טהורך, דני מידווינטר", פעולה
30730,http://www.torec.net/sub.asp?sub_id=30730,ברית   /  The Pact, 2012, ,"קספר ואן דין, אגנס ברוקנר, היילי הדסון, קטלין רוז פרקינס", אימה / מיסתורין / מתח
31568,http://www.torec.net/sub.asp?sub_id=31568,התלמיד מספר אחת   /  The First Grader, 2010, ג'סטין צ'אדוויק,"לוונדה ג'ייוור, אבובקר מונדה, תום גיטו, ווטסון מבירוה, שאדרק מרימי גצ'והי, מונגה מטיליקה, אגנס סימלוי", ביוגרפיה / דרמה
31574,http://www.torec.net/sub.asp?sub_id=31574,המכונאי   /  The Mechanic (Killer Of Killers), 1972, מייקל ווינר,"צ'ארלס ברונסון, ג'אן-מישל וינסנט, ג'יל אירלנד, פרנק דהקובה, ג'יימס דווידסון, לינדסאי כרוסבי, סטיב קורי", מתח / פעולה / פשע
31572,http://www.torec.net/sub.asp?sub_id=31572,יומן צ'רנוביל   /  Chernobyl Diaries, 2012, ברדלי פארקר,"נייתן פיליפס, קריסטוף קונרד, ג'סי מקרטני, ג'ונתן סאדווסקי, אוליוויה דודלי, דימיטרי דיאצ'נקו, אינגריד בולס ברדל", אימה / מתח
10581,http://www.torec.net/sub.asp?sub_id=10581,מלך האריות   /  The Lion King, 1994," רוג'ר אליס, רוב מינקוף","ג'ונתן טיילור תומאס, מת'יו ברודריק, ג'יימס ארל ג'ונס, ג'רמי איירונס, מוירה קלי, ניקטה קלם, ארני סאבלה", אנימציה / קומדיה / הרפתקאות
31562,http://www.torec.net/sub.asp?sub_id=31562,אקדח   /  Gun, 2010, ג'סי טררו,"פיפטי סנט, מאליק ברנהרט, ג'יימס רימר, דני טרג'ו, ואל קילמר, אליס נאל, צ'רלס מליק וויתפילד", מתח / פעולה / פשע
31554,http://www.torec.net/sub.asp?sub_id=31554,כרטיס יציאה   /  Ticket Out, 2010, דווג לודטו,"ריי ליוטה, אלכסנדרה ברקנרידג', קולין פורד, צ'יארה בונד, בילי בורק, סקוט מייקל קאמפל, כריסטופר ב דונכן", מתח
31549,http://www.torec.net/sub.asp?sub_id=31549,בריקדה   /  Barricade, 2012, אנדרו כורי אי,"ג'ודי ת'ומפסון, אריק מק'קרומק, ריאן גרנטהאם, קונר דולי", אימה / מתח / פעולה
30970,http://www.torec.net/sub.asp?sub_id=30970,עידן הקרח 4: יבשת בתנועה   /  Ice Age: Continental Drift, 2012, סטיב מרטינו,"שון וויליאם סקוט, פיטר דינקלייג', אלן טודיק, ג'וש פק, 	ג'ניפר לופז, ג'ון לגוויזמו, ניק פרוסט, קווין לטיפה, הת'ר מוריס, קיקי פאלמר, עזיז אנסרי, דניס לירי, ריי רומנו, וונדה סייקס, אלן שבה", אנימציה / הרפתקאות / קומדיה
31543,http://www.torec.net/sub.asp?sub_id=31543,על אחריותכם בלבד   /  Safety Not Guaranteed, 2012, קולין טרוורו,"וברי פלזה, מארק דופלקס, ג'ייק מ ג'ונסון, קרן סוני, ג'ניקה ברגרה, ג'ף גרלין, מרי לין רייסקוב", קומדיה
31539,http://www.torec.net/sub.asp?sub_id=31539,לילה על העיר   /  Un Flic, 1972, ג'ין פיאר מלוולי,"אליין דלון, ג'ין פיאר מלוולי", דרמה / פעולה / פשע  / זר (צרפתית)
7464,http://www.torec.net/sub.asp?sub_id=7464,ההימור האחרון   /  Rounders, 1998, ג'ון דהאל,"מאט דיימון, אדוארד נורטון, ג'ון טורטורו, פמקה ג'נסן, גרטשן מול, ג'ון מלקוביץ', מרטין לנדאו, ג'וש מוסטל", דרמה / פשע
5249,http://www.torec.net/sub.asp?sub_id=5249,ההימור האחרון   /  Rounders, 1998, ג'ון דהאל,"מאט דיימון, אדוארד נורטון, ג'ון טורטורו, פמקה ג'נסן, גרטשן מול, ג'ון מלקוביץ', מרטין לנדאו, ג'וש מוסטל", דרמה /  פשע
31534,http://www.torec.net/sub.asp?sub_id=31534,דירה 143   /  Apartment 143, 2011, קרלס תורנס,"קאי לנוקס, מיצ'אל או'קיף, ריק גונזאלס, פיאונה גלאסקוט, גיה מנטגנה, פרם, מארקאל ברנה", אימה
31532,http://www.torec.net/sub.asp?sub_id=31532,יצרים בדם   /  Blood Out, 2011, ג'ייסון הוויט,"לוק גוס, ואל קילמר, פיפטי סנט, ויני ג'ונס, טאמר חסאן, אנלין מקקורד, אד קווין", פעולה
31530,http://www.torec.net/sub.asp?sub_id=31530,247 מעלות פרנהייט   /  247F, 2011," לבן בקהיה, בק ג'גובוריה","סקוט טיילור קומפטון, טראביס ון ווינקל, מייקל קופון, כריסטינה אולוה, טיילר מיין, מיצ'אל אנדרו וויי, ג'ורג' דוגאשווילי", אימה / דרמה / מתח
31529,http://www.torec.net/sub.asp?sub_id=31529,ג'וליה איקס   /  Julia X 3D, 2011, פג' פיטיאט,"וולארי אזלין, קוין סורבו, אליסיה ליף וויליס, ג'ול דוויד מור, וינג ראמס, סקסון שארבינו, גרג ברייזל", מתח
31463,http://www.torec.net/sub.asp?sub_id=31463,שדה קרב   /  Battleground, 2012, ניל מכקיי,"בריאן לרקין, בוב סימבלסקי, הוף למב, דמון א ווייט, רוברט נולן, לי סנדפורד, מארק מונרו", אימה / מתח / פעולה
31520,http://www.torec.net/sub.asp?sub_id=31520,המעגל האדום   /  Le Cercle Rouge, 1970, ג'ין פיאר מלוולי,איב מונטאנד, דרמה / מתח / פשע  / זר (צרפתית)
31518,http://www.torec.net/sub.asp?sub_id=31518,טינקרבל וסוד הכנפיים   /  Tinker Bell: Secret Of The Wings, 2012, פגי הולמס,"מאי וויטמן, לוסי הייל, טימותי דלטון, מאט לנטר, דבי ריאן, אנג'ליקה יוסטון, ג'סי מק'קרתני, רייבן סימון, פמלה אדלון", אנימציה / פעולה / משפחה
31517,http://www.torec.net/sub.asp?sub_id=31517,קארמה רעה   /  Bad Karma, 2011, סורי קרישנאמה,"ריי ליוטה, דומיניק פרסל, אנדי מק'פי, אארון בדרסן, תי הונגרפורד, אנדרו בלאין, מארק פינדן", מתח
31516,http://www.torec.net/sub.asp?sub_id=31516,סקס אחרון בקולג'   /  Frat Party, 2009, רוברט בנט,"רנדי וויין, קרולין ד'אמור, ג'רב דאופלייס, לורן ס מאיו, דן לוי, קת'ארינה מיקאילנקו, רוברט פארקס ולאתה", קומדיה60/10
31510,http://www.torec.net/sub.asp?sub_id=31510,חתכים   /  Excision, 2012, ריצ'ארד בטס ג'וניור,"אנלין מקקורד, טרייסי לורדס, אריאל ווינטר, רוג'ר בארט, ג'רמי סומפטר, ג'ון ווטרס, מלקולם מקדאוול", אימה
21087,http://www.torec.net/sub.asp?sub_id=21087,איש התשובה   /  The Answer Man, 2009, ג'ון הינדמן,ג'ף דניאלס, קומדיה / רומנטיקה
31506,http://www.torec.net/sub.asp?sub_id=31506,מנותק   /  Detachment, 2011, טוני קיי,"אדריאן ברודי, כריסטינה הנדריקס, ג'יימס קאן, לוסי לו, מרשה ג'יי הארדן, בריאן קרנסטון", דרמה
31447,http://www.torec.net/sub.asp?sub_id=31447,בית המצבור   /  Stash House, 2012, אדוארדו רודריגז,"דולף לונדגרן, בריאנה אביגן, שון פריס, ג'ון יורטאס, אלישיה אוצ'ס, לאנס א ניקולס, גן קווין האמס ג'וניור", מתח
31504,http://www.torec.net/sub.asp?sub_id=31504,בשם המלך 2: שני עולמות   /  In The Name Of The King 2: Two Worlds, 2011, יו בול,"דולף לונדגרן, לוצ'לין מונרו, נאטסיה מאלט, מייקל אדאמטוויל, הת'ר דורקסן, מייק אנטונקוס, אלכס פאונוביק", דרמה / הרפתקאות / פנטזיה / פעולה
31503,http://www.torec.net/sub.asp?sub_id=31503,כל השוטרים הם נבלות   /  A.C.A.B.: All Cops Are Bastards, 2012, סטפנו סולימה,"פיירפרנסיסרו פבינו, פיליפו ניגרו, מרקו גיאליני, אנדרה סרטורטי, דומניקו דיאל, רוברטה ספגנוולו, ניק ניקולוסי", דרמה / פעולה / פשע  / זר (איטלקית)
31489,http://www.torec.net/sub.asp?sub_id=31489,מסביב לעולם ב-50 שנה   /  Sammy's avonturen: De geheime doorgang, 2010, בן סטאסן,"מלאני גריפית', איזבלה פורמן, יורי לוונטל, טים קורי, אנתוני אנדרסון, ג'ני מקרטני, סטייסי קיץ'", אנימציה / הרפתקאות
31477,http://www.torec.net/sub.asp?sub_id=31477,קוסמופוליס   /  Cosmopolis, 2012, דיוויד קרוננברג,"פהיליף נוזוקה, ג'ולייט בינוש, פול ג'יאמאטי, סמנת'ה מורטון, ג'יי ברושל, ג'ורג'ג'ורג' טוליאטוס, גאצ'י בוי", דרמה
31482,http://www.torec.net/sub.asp?sub_id=31482,מחבוא   /  Hideaways, 2011, אגנס מרלט,"סוזאן לינץ', רייצ'ל הרד-ווד, הארי טריאווי, סטיוארט גרהאם, לזלי קונרוי, קייט אוטול, ת'ומאס ברודיה-סנגסטר", פנטזיה
31481,http://www.torec.net/sub.asp?sub_id=31481,איש חופשי   /  Free Men, 2011, איסמאל פרווקהי,"תהאר רהים, מייקל לונסדל, מחמוד שלאבי, לובנה אזאבל, כריסטופר בוצ'הולז, פריד לרבי, סטפהיין רידו", דרמה / מלחמה / זר (צרפתית)
3832,http://www.torec.net/sub.asp?sub_id=3832,עולמו של וויין   /  Wayne's World, 1992, פנלופה ספיריס,"מייק מאיירס, דיינה קארווי, רוב לאו, טיה קררה, לארה פלין בויל, בריאן דויל-מוריי, מייקל דלואיז, קולין קאמפ", קומדיה
6721,http://www.torec.net/sub.asp?sub_id=6721,עולמו של וויין 2   /  Wayne's World 2, 1993, סטיבן סורג'יק,"מייק מאיירס, דיינה קארווי, כריסטופר ווקן, טיה קררה, כריס פארלי, ראלף בראון, ג'יימס הונג, סטיבן טיילר, לי טרגסן, קווין פולאק, קים בייסינגר, דרו בארימור, הארי שירר, צ'רלטון הסטון", קומדיה
31122,http://www.torec.net/sub.asp?sub_id=31122,לינקולן צייד הערפדים   /  Abraham Lincoln: Vampire Hunter, 2012, טימור בקממבטוב,"רופוס סיוול, אלן טודיק, מארי אליזבת' ווינסטד, ג'ימי סימפסון, ג'ון רוטמן, אנתוני מקי, לאורה קאיואט", אימה / מתח / פנטזיה
31462,http://www.torec.net/sub.asp?sub_id=31462,"אדיוס טקסס   /  Texas, Adios", 1966, פרדיננדו באלדי,"פרנקו נירו, אלברטו דלאקואה, אליסה מונטס, חוזה גוארדיולה, ליביו לורנזון, הוגו בלאנקו, לואיג'י פיסטילי", מערבון / פעולה  / זר (איטלקית)
31454,http://www.torec.net/sub.asp?sub_id=31454,השומרוני   /  The Samaritan, 2012, דוויד ואבר,"סמואל ל ג'קסון, לוק קירבי, רות נגה, טום וילקינסון, גיל בלאוס, ארון פול, טום מק'אמוס", מתח
31453,http://www.torec.net/sub.asp?sub_id=31453,אף אישה אחרת   /  No Other Woman, 2011, רואל סנטוס באיאני,"אן קרטיס, דרק רמזיי, כריסטין רייס", דרמה / זר (פיליפינית)
8015,http://www.torec.net/sub.asp?sub_id=8015,אד ווד   /  Ed Wood, 1994, טים ברטון,"ג'וני דפ, מרטין לנדאו, שרה ג'סיקה פרקר, פטרישיה ארקט, ביל מוריי, וינסנט ד'ונופריו, ג'פרי ג'ונס, מייק סטאר, ג'יי.די ספרדלין, מקס קסלה", ביוגרפיה / קומדיה / דרמה
4944,http://www.torec.net/sub.asp?sub_id=4944,שוקולד   /  Chocolat, 2000, לאסה הלסטרום,"ג'ולייט בינוש, ג'וני דפ, לנה אולין, ג'ודי דנץ', אלפרד מולינה, לסלי קרון, קארי אן-מוס, פיטר סטורמייר, רון קוק, יו אוקונור", קומדיה / דרמה / רומנטיקה
31446,http://www.torec.net/sub.asp?sub_id=31446,למה לצפות כשאתם מצפים   /  What to Expect When You're Expecting, 2012, ,"קמרון דיאז, אליזבת' בנקס, ברוקלין דקר, אנה קנדריק, ג'ניפר לופז, צ'ייס קרופורד, ג'ו מנגנילו, מת'יו מוריסון, רודריגו סאנטרו, כריס רוק", קומדיה / דרמה / רומנטיקה
31441,http://www.torec.net/sub.asp?sub_id=31441,ליליה לנצח   /  Lilya 4 Ever, 2002, לוקאס מודייסון,"אוקסנה אקינשינה, ארטיום בוגושרסקי, לייובוו אגפובה, ליליה סניקאריווה, אלינה  באנאנסון, פאוול פונומאריוו, טומאס ניומן", דרמה / פשע
31435,http://www.torec.net/sub.asp?sub_id=31435,לוחמי הקשת בענן - חלק שני: גשר הקשת בענן   /  Warriors Of The Rainbow: Seediq Bale - The Bridge Of Rainbow, 2010,"","", דרמה / היסטוריה / פעולה / זר (יפנית)
1149,http://www.torec.net/sub.asp?sub_id=1149,ביג לבובסקי   /  The Big Lebowski, 1998, האחים כהן,"ג'ף ברידג'ס, ג'ון גודמן, ג'וליאן מור, סטיב בושמי, פיליפ סימור הופמן, טרה רייד, ג'ון טורטורו", קומדיה / מיסתורין
31373,http://www.torec.net/sub.asp?sub_id=31373,זה בוודאי המקום   /  This Must Be The Place, 2011, פאולו סורנטינו,"שון פן, פרנסס מקדורמן, ג'וד הירש, קרי קונדון, הארי דין סטנטון, ג'ויס ואן פאטן, אולוון פואור, שיה וויגהם", דרמה / קומדיה
31422,http://www.torec.net/sub.asp?sub_id=31422,הסמוראי   /  Le Samourai, 1967, ג'ין פיאר מלוולי,"אליין דלון, פרנ?ויס פ?ריר, נטליה דלון, קאת'י רוייזר, ג'ייכקוס לרוי, מייקל בויסרונד, רוברט פאבארט", דרמה / מיסתורין / מתח / פשע / זר (צרפתית)
31405,http://www.torec.net/sub.asp?sub_id=31405,דעה קדומה   /  Extreme Prejudice, 1987, וולטר היל,"ניק נולטי, פאוורס בות', מייקל אירונסיד, מריה קונצ'יטה אלונסו, ריפ תורן, קלאנסי בראון, וויליאם פורסייט", דרמה / פשע
31412,http://www.torec.net/sub.asp?sub_id=31412,המכשף והנחש הלבן   /  The Sorcerer And The White Snake, 2011, סיו-טאנג צ'ינג,"ג'ט לי, שנגי הואנג, ראימונד לם, שרלין צ'וי, זהאנג ון, ויויאן האסו, מירים יונג צ'ין ווה", פנטזיה / פעולה  / זר (מנדרין)
